customer_id,clv,value_decile,churn_probability,decision,net_value,value_at_risk,expected_value_saved,intervention_cost,churn_value,data_split,predicted_churn,outcome_class,churn_reason,contract,tenure_band,spend_band,city,latitude,longitude
3988-RQIXO,328.68,5,0.901,Intervene,28.84,296.14,88.84,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Corona Del Mar,33.600987,-117.862734
2514-GINMM,286.2,6,0.8632,Intervene,14.12,247.05,74.12,60.00,1,test,1,Caught,Attitude of service provider,Month-to-month,New,High,Dana Point,33.477923,-117.705314
5931-FLJJF,252.36,7,0.811,Intervene,1.4,204.67,61.4,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Midway City,33.744439,-117.98588
2659-VXMWZ,801.36,2,0.3531,Intervene,24.9,282.99,84.9,60.00,1,train,0,Missed,Attitude of support person,One year,Loyal,High,Newport Coast,33.603282,-117.821841
3207-OYBWH,342.9,4,0.497,Do not intervene,-8.88,170.41,51.12,60.00,1,train,0,Missed,Attitude of support person,Month-to-month,Loyal,High,Newport Beach,33.601309,-117.902304
4285-GYRQC,310.5,5,0.8437,Intervene,18.59,261.98,78.59,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,New,High,Newport Beach,33.606336,-117.893042
7216-EWTRS,362.88,4,0.9183,Intervene,39.97,333.23,99.97,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Newport Beach,33.62251,-117.927024
8337-MSSXB,310.68,5,0.8143,Intervene,15.89,252.98,75.89,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,Established,High,Trabuco Canyon,33.631119,-117.567346
8182-BJDSI,323.82,5,0.786,Intervene,16.36,254.53,76.36,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,Established,High,Santa Ana,33.766004,-117.786763
2528-HFYZX,275.22,6,0.76,Intervene,2.75,209.17,62.75,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,Established,High,Santa Ana,33.765893,-117.881533
2482-CZGBB,252.0,7,0.7956,Intervene,0.15,200.5,60.15,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,New,High,Anaheim,33.818,-117.974404
0866-QLSIR,463.68,3,0.2046,Do not intervene,-31.54,94.86,28.46,60.00,1,train,0,Missed,Attitude of support person,One year,Established,Medium,Garden Grove,33.764018,-117.931507
7181-BQYBV,368.82,4,0.891,Intervene,38.58,328.6,98.58,60.00,1,test,1,Caught,Attitude of service provider,Month-to-month,New,High,Garden Grove,33.782955,-118.026456
6204-IEUXJ,288.36,6,0.7366,Intervene,3.72,212.4,63.72,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Yorba Linda,33.897253,-117.792202
4529-CKBCL,288.72,6,0.8652,Intervene,14.94,249.81,74.94,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Ventura,34.360261,-119.306383
2506-CLAKW,353.34,4,0.7037,Intervene,14.6,248.65,74.6,60.00,1,test,1,Caught,Attitude of support person,Month-to-month,New,High,Ventura,34.279221,-119.221437
1583-IHQZE,406.62,3,0.8856,Intervene,48.03,360.09,108.03,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,New,High,Camarillo,34.227846,-119.079903
0151-ONTOV,255.24,7,0.8445,Intervene,4.67,215.55,64.67,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,New,High,Moorpark,34.312945,-118.858169
4140-MUHUG,312.66,5,0.8639,Intervene,21.03,270.09,81.03,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Oak View,34.404544,-119.302118
0320-JDNQG,359.46,4,0.779,Intervene,24.01,280.02,84.01,60.00,1,train,1,Caught,Don't know,Month-to-month,Established,High,Oxnard,34.18454,-119.224666
7180-PISOG,268.2,6,0.8738,Intervene,10.31,234.36,70.31,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Piru,34.432843,-118.730106
3571-RFHAR,392.94,3,0.5467,Intervene,4.45,214.83,64.45,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,Loyal,High,Santa Paula,34.402343,-119.094824
9578-VRMNM,234.72,7,0.5459,Do not intervene,-21.56,128.14,38.44,60.00,1,test,1,Caught,Attitude of support person,Month-to-month,Established,Medium,Summerland,34.420998,-119.60137
1587-FKLZB,358.2,4,0.5007,Do not intervene,-6.2,179.33,53.8,60.00,1,test,1,Caught,Attitude of support person,Month-to-month,Loyal,High,Santa Barbara,34.419203,-119.710008
6140-QNRQQ,257.58,7,0.8502,Intervene,5.7,218.99,65.7,60.00,1,test,1,Caught,Attitude of service provider,Month-to-month,New,High,Santa Barbara,34.438581,-119.685368
4307-KTUMW,338.04,4,0.5942,Intervene,0.26,200.88,60.26,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,Loyal,High,Santa Barbara,34.457541,-119.631072
5440-FLBQG,1170.72,1,0.1088,Do not intervene,-21.78,127.41,38.22,60.00,1,test,0,Missed,Attitude of service provider,Two year,Loyal,High,Santa Barbara,34.437945,-119.77191
7470-MCQTK,175.5,9,0.6722,Do not intervene,-24.61,117.97,35.39,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,Established,Medium,Alpaugh,35.869626,-119.498771
7488-MXJIV,308.34,5,0.8972,Intervene,22.99,276.65,82.99,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,New,High,Armona,36.315979,-119.710852
2027-FECZV,384.12,3,0.8864,Intervene,42.15,340.5,102.15,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,New,High,Bodfish,35.523991,-118.400432
2672-DZUOY,90.54,10,0.7582,Do not intervene,-39.41,68.65,20.59,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,Low,Buttonwillow,35.451402,-119.488413
3870-MQAMG,794.52,2,0.4313,Intervene,42.81,342.71,102.81,60.00,1,test,0,Missed,Attitude of service provider,One year,Loyal,High,Camp Nelson,36.057458,-118.591951
4800-CZMPC,743.4,2,0.3757,Intervene,23.79,279.31,83.79,60.00,1,train,0,Missed,Attitude of service provider,One year,Loyal,High,Delano,35.772244,-119.209689
7377-DMMRI,172.08,9,0.5566,Do not intervene,-31.27,95.77,28.73,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,New,Medium,Exeter,36.301689,-119.018233
8949-JTMAY,354.96,4,0.7428,Intervene,19.1,263.66,79.1,60.00,1,test,1,Caught,Attitude of support person,Month-to-month,Established,High,Mc Kittrick,35.38381,-119.730885
2774-LVQUS,298.98,5,0.7735,Intervene,9.38,231.27,69.38,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,Established,High,Maricopa,34.737031,-119.460557
3211-ILJTT,253.44,7,0.6923,Do not intervene,-7.36,175.45,52.64,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,Established,High,Taft,35.184837,-119.402525
4612-THJBS,754.2,2,0.3434,Intervene,17.69,258.96,77.69,60.00,1,train,0,Missed,Attitude of service provider,One year,Loyal,High,Terra Bella,35.939068,-119.043666
4094-NSEDU,339.3,4,0.8585,Intervene,27.39,291.29,87.39,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,Established,High,Tipton,36.047414,-119.344304
5103-MHMHY,165.42,9,0.6371,Do not intervene,-28.38,105.39,31.62,60.00,1,test,1,Caught,Attitude of support person,Month-to-month,New,Medium,Los Osos,35.279984,-120.824288
1846-XWOQN,252.54,7,0.8377,Intervene,3.47,211.56,63.47,60.00,1,test,1,Caught,Competitor made better offer,Month-to-month,New,High,Bradley,35.842889,-121.004862
0235-KGSLC,307.98,5,0.811,Intervene,14.93,249.77,74.93,60.00,1,train,1,Caught,Moved,Month-to-month,New,High,Buellton,34.631362,-120.238218
2884-GBPFB,253.08,7,0.6511,Do not intervene,-10.57,164.77,49.43,60.00,1,train,1,Caught,Moved,Month-to-month,Established,High,Morro Bay,35.369553,-120.763864
3757-NJYBX,382.86,3,0.7432,Intervene,25.36,284.54,85.36,60.00,1,train,1,Caught,Moved,Month-to-month,Established,High,Nipomo,35.050345,-120.489599
5136-KCKGI,746.64,2,0.5842,Intervene,70.85,436.18,130.85,60.00,1,train,1,Caught,Competitor had better devices,One year,Established,High,Templeton,35.536115,-120.739231
3722-WPXTK,318.06,5,0.8818,Intervene,24.14,280.46,84.14,60.00,1,train,1,Caught,Competitor offered higher download speeds,Month-to-month,New,High,Benton,37.653947,-118.231443
2929-ERCFZ,339.12,4,0.8535,Intervene,26.83,289.44,86.83,60.00,1,train,1,Caught,Competitor offered more data,Month-to-month,New,High,Independence,36.869584,-118.189241
7548-SEPYI,346.5,4,0.8799,Intervene,31.46,304.88,91.46,60.00,1,train,1,Caught,Competitor made better offer,Month-to-month,New,High,Inyokern,36.041315,-118.188235
8835-VSDSE,254.52,7,0.8387,Intervene,4.04,213.46,64.04,60.00,1,train,1,Caught,Competitor had better devices,Month-to-month,New,High,Johannesburg,35.363339,-117.637641
1623-NLDOT,241.56,7,0.2196,Do not intervene,-44.08,53.05,15.92,60.00,1,train,0,Missed,Competitor had better devices,One year,Loyal,Low,Lancaster,34.727529,-118.153098
9898-KZQDZ,340.38,4,0.7078,Intervene,12.28,240.93,72.28,60.00,1,train,1,Caught,Competitor offered higher download speeds,Month-to-month,Loyal,High,Lee Vining,37.890145,-119.184087
5236-PERKL,1219.86,1,0.1927,Intervene,10.5,235.01,70.5,60.00,1,test,0,Missed,Competitor offered higher download speeds,Two year,Loyal,High,Pearblossom,34.445239,-117.894868
7854-FOKSF,129.24,9,0.8081,Do not intervene,-28.67,104.44,31.33,60.00,1,test,1,Caught,Competitor offered higher download speeds,Month-to-month,New,Medium,Rosamond,34.903052,-118.411251
2519-FAKOD,357.3,4,0.6968,Intervene,14.69,248.98,74.69,60.00,1,train,1,Caught,Competitor offered more data,Month-to-month,Loyal,High,Tehachapi,35.073777,-118.652112
8263-JQAIK,88.02,10,0.7437,Do not intervene,-40.36,65.46,19.64,60.00,1,train,1,Caught,Competitor offered more data,Month-to-month,New,Low,Palmdale,34.598221,-117.79593
7089-IVVAZ,372.06,4,0.83,Intervene,32.65,308.82,92.65,60.00,1,train,1,Caught,Competitor offered more data,Month-to-month,New,High,Cantua Creek,36.488056,-120.407691
2205-YMZZJ,305.28,5,0.8827,Intervene,20.84,269.48,80.84,60.00,1,train,1,Caught,Competitor made better offer,Month-to-month,New,High,Clovis,36.814539,-119.711868
1254-IZEYF,359.82,4,0.8108,Intervene,27.52,291.73,87.52,60.00,1,test,1,Caught,Competitor made better offer,Month-to-month,Established,High,Cutler,36.497895,-119.285484
9492-TOKRI,324.0,5,0.7761,Intervene,15.43,251.45,75.43,60.00,1,train,1,Caught,Price too high,Month-to-month,Established,High,Dinuba,36.523619,-119.386868
9221-OTIVJ,377.46,4,0.8664,Intervene,38.11,327.03,98.11,60.00,1,test,1,Caught,Product dissatisfaction,Month-to-month,Established,High,Dunlap,36.789213,-119.140338
3325-FUYCG,763.92,2,0.6577,Intervene,90.73,502.44,150.73,60.00,1,train,1,Caught,Service dissatisfaction,One year,Established,High,Five Points,36.397745,-120.119911
5908-QMGOE,267.12,6,0.7554,Intervene,0.54,201.79,60.54,60.00,1,train,1,Caught,Lack of self-service on Website,Month-to-month,Established,High,Fowler,36.625792,-119.672483
8481-YYXWG,321.66,5,0.8214,Intervene,19.26,264.2,79.26,60.00,1,train,1,Caught,Network reliability,Month-to-month,New,High,Hume,36.807595,-118.901544
2609-IAICY,277.74,6,0.8923,Intervene,14.34,247.81,74.34,60.00,1,train,1,Caught,Limited range of services,Month-to-month,New,High,North Fork,37.244307,-119.470256
1740-CSDJP,126.9,9,0.737,Do not intervene,-31.94,93.52,28.06,60.00,1,train,1,Caught,Lack of affordable download/upload speed,Month-to-month,New,Medium,Oakhurst,37.648647,-119.231447
2636-OHFMN,174.78,9,0.7926,Do not intervene,-18.44,138.53,41.56,60.00,1,train,1,Caught,Long distance charges,Month-to-month,New,Medium,Orosi,36.600185,-119.175655
1323-OOEPC,354.24,4,0.5797,Intervene,1.6,205.34,61.6,60.00,1,train,1,Caught,Extra data charges,Month-to-month,Loyal,High,Prather,37.007238,-119.505661
0397-GZBBC,337.86,4,0.5654,Do not intervene,-2.69,191.03,57.31,60.00,1,train,1,Caught,Price too high,Month-to-month,Loyal,High,South Dos Palos,36.959731,-120.653519
7641-EUYET,362.52,4,0.6506,Intervene,10.76,235.87,70.76,60.00,1,train,1,Caught,Product dissatisfaction,Month-to-month,Loyal,High,Tranquillity,36.635661,-120.288644
9921-ZVRHG,289.62,6,0.8196,Intervene,11.21,237.36,71.21,60.00,1,train,1,Caught,Service dissatisfaction,Month-to-month,Established,High,Traver,36.456091,-119.486225
4701-MLJPN,198.9,8,0.3596,Do not intervene,-38.54,71.53,21.46,60.00,1,train,0,Missed,Lack of self-service on Website,Month-to-month,Established,Medium,Fresno,36.739385,-119.753649
9206-GVPEQ,196.02,8,0.7382,Do not intervene,-16.59,144.69,43.41,60.00,1,train,1,Caught,Network reliability,Month-to-month,Established,Medium,Fresno,36.654614,-119.903674
1596-BBVTG,271.26,6,0.6458,Do not intervene,-7.44,175.18,52.56,60.00,1,train,1,Caught,Don't know,Month-to-month,Established,High,Fresno,36.833002,-119.82947
8433-WXGNA,272.52,6,0.8257,Intervene,7.51,225.03,67.51,60.00,1,train,1,Caught,Don't know,Month-to-month,New,High,Salinas,36.722898,-121.633648
3707-GNWHM,267.3,6,0.8719,Intervene,9.92,233.07,69.92,60.00,1,train,1,Caught,Don't know,Month-to-month,New,High,Carmel Valley,36.414611,-121.6386
8922-LIEGH,322.92,5,0.7982,Intervene,17.32,257.74,77.32,60.00,1,test,1,Caught,Poor expertise of online support,Month-to-month,Established,High,Jolon,35.930782,-121.189757
8245-UMPYT,347.04,4,0.8908,Intervene,32.75,309.15,92.75,60.00,1,test,1,Caught,Poor expertise of phone support,Month-to-month,Established,High,Lockwood,35.989792,-121.055933
5186-SAMNZ,250.2,7,0.7745,Do not intervene,-1.87,193.78,58.13,60.00,1,train,1,Caught,Price too high,Month-to-month,New,Medium,Marina,36.689582,-121.758398
5373-SFODM,306.9,5,0.6918,Intervene,3.69,212.3,63.69,60.00,1,train,1,Caught,Product dissatisfaction,Month-to-month,Established,High,San Lucas,36.125529,-120.864443
5766-ZJYBB,69.84,10,0.3951,Do not intervene,-51.72,27.59,8.28,60.00,1,test,0,Missed,Service dissatisfaction,Month-to-month,New,Low,Brisbane,37.684694,-122.40712
8931-GJJIQ,299.88,5,0.8649,Intervene,17.81,259.38,77.81,60.00,1,train,1,Caught,Lack of self-service on Website,Month-to-month,New,High,Burlingame,37.57028,-122.365778
4277-PVRAN,288.36,6,0.7871,Intervene,8.09,226.96,68.09,60.00,1,test,1,Caught,Network reliability,Month-to-month,New,High,Daly City,37.691561,-122.445202
0022-TCJCI,451.44,3,0.1026,Do not intervene,-46.11,46.3,13.89,60.00,1,train,0,Missed,Limited range of services,One year,Loyal,Medium,Daly City,37.680844,-122.48131
0203-HHYIJ,182.16,8,0.1198,Do not intervene,-53.46,21.81,6.54,60.00,1,train,0,Missed,Lack of affordable download/upload speed,One year,Established,Low,Atherton,37.454924,-122.203168
0952-KMEEH,353.34,4,0.8674,Intervene,31.94,306.47,91.94,60.00,1,train,1,Caught,Long distance charges,Month-to-month,Established,High,Mountain View,37.419725,-122.062947
8178-EYZUO,337.32,4,0.641,Intervene,4.87,216.22,64.87,60.00,1,test,1,Caught,Extra data charges,Month-to-month,Loyal,High,San Francisco,37.789168,-122.395009
5130-IEKQT,381.42,3,0.8336,Intervene,35.38,317.94,95.38,60.00,1,train,1,Caught,Price too high,Month-to-month,Established,High,San Francisco,37.794487,-122.42227
3230-WYKIR,590.4,3,0.3822,Intervene,7.69,225.64,67.69,60.00,1,train,0,Missed,Product dissatisfaction,One year,Established,High,San Francisco,37.750021,-122.415201
0407-BDJKB,344.7,4,0.5732,Do not intervene,-0.73,197.57,59.27,60.00,1,test,1,Caught,Service dissatisfaction,Month-to-month,Loyal,High,San Francisco,37.758085,-122.434801
9600-UDOPK,338.58,4,0.7601,Intervene,17.21,257.37,77.21,60.00,1,train,1,Caught,Lack of self-service on Website,Month-to-month,Established,High,San Francisco,37.770533,-122.445121
4074-SJFFA,197.1,8,0.674,Do not intervene,-20.14,132.85,39.86,60.00,1,test,1,Caught,Network reliability,Month-to-month,New,Medium,San Francisco,37.760412,-122.484966
3269-ATYWD,344.34,4,0.729,Intervene,15.3,251.01,75.3,60.00,1,train,1,Caught,Don't know,Month-to-month,Loyal,High,San Francisco,37.800254,-122.436975
4910-GMJOT,340.56,4,0.9192,Intervene,33.91,313.03,93.91,60.00,1,train,1,Caught,Don't know,Month-to-month,New,High,San Francisco,37.797526,-122.464531
0354-WYROK,356.04,4,0.7219,Intervene,17.11,257.02,77.11,60.00,1,train,1,Caught,Don't know,Month-to-month,Established,High,San Francisco,37.820894,-122.369725
7576-OYWBN,273.78,6,0.8786,Intervene,12.16,240.54,72.16,60.00,1,train,1,Caught,Price too high,Month-to-month,New,High,San Mateo,37.556634,-122.317723
5539-TMZLF,251.1,7,0.834,Intervene,2.83,209.43,62.83,60.00,1,train,1,Caught,Product dissatisfaction,Month-to-month,New,Medium,Concord,38.013825,-122.039144
4323-SADQS,124.2,10,0.6752,Do not intervene,-34.84,83.86,25.16,60.00,1,train,1,Caught,Service dissatisfaction,Month-to-month,New,Low,Concord,37.971421,-121.971504
4446-BZKHU,379.98,4,0.6214,Intervene,10.84,236.14,70.84,60.00,1,train,1,Caught,Lack of self-service on Website,Month-to-month,Loyal,High,Pleasant Hill,37.95338,-122.076886
5202-IVJNU,108.36,10,0.3855,Do not intervene,-47.47,41.78,12.53,60.00,1,train,0,Missed,Network reliability,Month-to-month,Loyal,Low,Crockett,38.049292,-122.228415
5976-JCJRH,253.08,7,0.7989,Intervene,0.66,202.19,60.66,60.00,1,train,1,Caught,Limited range of services,Month-to-month,New,High,Danville,37.815459,-121.977203
0137-OCGAB,288.72,6,0.8687,Intervene,15.24,250.81,75.24,60.00,1,train,1,Caught,Lack of affordable download/upload speed,Month-to-month,New,High,Fairfield,38.287136,-122.02711
3351-NQLDI,679.32,2,0.2222,Do not intervene,-14.71,150.98,45.29,60.00,1,test,0,Missed,Long distance charges,One year,Loyal,High,Travis Afb,38.265899,-121.939461
7593-JNWRU,160.56,9,0.4892,Do not intervene,-36.44,78.54,23.56,60.00,1,train,0,Missed,Extra data charges,Month-to-month,New,Medium,Fremont,37.505768,-121.962472
4588-YBNIB,70.56,10,0.3983,Do not intervene,-51.57,28.1,8.43,60.00,1,train,0,Missed,Price too high,Month-to-month,New,Low,Fremont,37.516791,-121.899117
3336-JORSO,397.62,3,0.776,Intervene,32.57,308.57,92.57,60.00,1,test,1,Caught,Product dissatisfaction,Month-to-month,Established,High,Hayward,37.656695,-122.048361
5028-GZLDO,254.52,7,0.7832,Do not intervene,-0.2,199.35,59.8,60.00,1,train,1,Caught,Service dissatisfaction,Month-to-month,New,High,Moraga,37.827946,-122.107185
6861-XWTWQ,357.3,4,0.8941,Intervene,35.84,319.46,95.84,60.00,1,train,1,Caught,Lack of self-service on Website,Month-to-month,New,High,Napa,38.232389,-122.324944
6877-TJMBR,305.28,5,0.8544,Intervene,18.25,260.84,78.25,60.00,1,test,1,Caught,Network reliability,Month-to-month,New,High,Orinda,37.873916,-122.20522
6769-DCQLI,756.0,2,0.2807,Intervene,3.67,212.24,63.67,60.00,1,train,0,Missed,Don't know,One year,Loyal,High,Pope Valley,38.672708,-122.403219
2433-KMEAS,196.02,8,0.5178,Do not intervene,-29.55,101.5,30.45,60.00,1,test,1,Caught,Don't know,Month-to-month,Established,Medium,Dublin,37.713926,-121.928425
2195-ZRVAX,307.08,5,0.6017,Do not intervene,-4.56,184.79,55.44,60.00,1,train,1,Caught,Don't know,Month-to-month,Loyal,High,Rodeo,38.027218,-122.23463
3550-SAHFP,300.06,5,0.7567,Intervene,8.12,227.06,68.12,60.00,1,test,1,Caught,Price too high,Month-to-month,Established,High,Saint Helena,38.581354,-122.296283
2011-TRQYE,120.6,10,0.492,Do not intervene,-42.2,59.33,17.8,60.00,1,train,0,Missed,Product dissatisfaction,Month-to-month,Established,Low,Deer Park,38.554383,-122.474773
4873-ILOLJ,325.26,5,0.8098,Intervene,19.02,263.41,79.02,60.00,1,test,1,Caught,Service dissatisfaction,Month-to-month,Established,High,Sunol,37.587494,-121.862856
2725-KXXWT,326.7,5,0.8976,Intervene,27.98,293.26,87.98,60.00,1,train,1,Caught,Lack of self-service on Website,Month-to-month,New,High,Vallejo,38.161321,-122.271588
9565-DJPIB,322.56,5,0.8811,Intervene,25.26,284.21,85.26,60.00,1,train,1,Caught,Network reliability,Month-to-month,New,High,Vallejo,38.104705,-122.247387
8348-HFYIV,177.3,9,0.8097,Do not intervene,-16.93,143.57,43.07,60.00,1,train,1,Caught,Limited range of services,Month-to-month,New,Medium,Oakland,37.776523,-122.219268
6849-WLEYG,71.1,10,0.4007,Do not intervene,-51.45,28.49,8.55,60.00,1,train,0,Missed,Lack of affordable download/upload speed,Month-to-month,New,Low,Emeryville,37.83726,-122.287648
4659-NZRUF,342.54,4,0.8167,Intervene,23.92,279.74,83.92,60.00,1,test,1,Caught,Long distance charges,Month-to-month,Established,High,Oakland,37.834341,-122.26437
8429-XIBUM,364.86,4,0.8112,Intervene,28.79,295.97,88.79,60.00,1,train,1,Caught,Extra data charges,Month-to-month,Established,High,Oakland,37.84551,-122.235181
2608-BHKFN,252.18,7,0.765,Do not intervene,-2.13,192.92,57.87,60.00,1,train,1,Caught,Price too high,Month-to-month,New,High,Berkeley,37.863843,-122.275684
7341-LXCAF,268.74,6,0.8647,Intervene,9.71,232.37,69.71,60.00,1,train,1,Caught,Product dissatisfaction,Month-to-month,New,High,Berkeley,37.858898,-122.240512
9462-MJUAW,181.44,8,0.684,Do not intervene,-22.77,124.11,37.23,60.00,1,test,1,Caught,Service dissatisfaction,Month-to-month,New,Medium,Berkeley,37.897743,-122.263124
8128-YVJRG,286.74,6,0.8417,Intervene,12.41,241.35,72.41,60.00,1,train,1,Caught,Lack of self-service on Website,Month-to-month,New,High,Berkeley,37.878554,-122.26609
4283-FUTGF,287.46,6,0.7895,Intervene,8.08,226.94,68.08,60.00,1,test,1,Caught,Network reliability,Month-to-month,Established,High,El Sobrante,37.963995,-122.288296
1569-TTNYJ,283.5,6,0.8417,Intervene,11.58,238.62,71.58,60.00,1,train,1,Caught,Don't know,Month-to-month,New,High,Richmond,37.941456,-122.320968
2397-BRLOM,289.62,6,0.791,Intervene,8.73,229.09,68.73,60.00,1,train,1,Caught,Don't know,Month-to-month,New,High,San Rafael,37.972662,-122.491452
4749-VFKVB,180.36,8,0.6991,Do not intervene,-22.17,126.09,37.83,60.00,1,train,1,Caught,Don't know,Month-to-month,New,Medium,Inverness,38.099323,-122.945723
7598-UAASY,275.04,6,0.8324,Intervene,8.68,228.95,68.68,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Marshall,38.129308,-122.834815
7938-OUHIO,355.32,4,0.8566,Intervene,31.31,304.35,91.31,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Mill Valley,37.901371,-122.572024
8510-AWCXC,362.88,4,0.8866,Intervene,36.52,321.73,96.52,60.00,1,test,1,Caught,Attitude of support person,Month-to-month,Established,High,Novato,38.135897,-122.563683
0431-APWVY,648.72,2,0.5175,Intervene,40.71,335.7,100.71,60.00,1,train,1,Caught,Don't know,One year,Established,High,Novato,38.067204,-122.524004
3426-NIYYL,185.58,8,0.6266,Do not intervene,-25.12,116.28,34.88,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,Established,Medium,Sausalito,37.848641,-122.515692
8225-BTJAU,285.3,6,0.8254,Intervene,10.65,235.49,70.65,60.00,1,test,1,Caught,Attitude of service provider,Month-to-month,New,High,Stinson Beach,37.921137,-122.657562
3387-VATUS,341.46,4,0.8769,Intervene,29.83,299.42,89.83,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Aromas,36.878364,-121.629781
1143-NMNQJ,308.52,5,0.903,Intervene,23.57,278.58,83.57,60.00,1,test,1,Caught,Attitude of service provider,Month-to-month,New,High,Boulder Creek,37.171727,-122.142961
0415-MOSGF,159.84,9,0.6126,Do not intervene,-30.63,97.92,29.37,60.00,1,test,1,Caught,Attitude of support person,Month-to-month,New,Medium,Los Gatos,37.222842,-121.988727
1724-BQUHA,322.2,5,0.8772,Intervene,24.79,282.63,84.79,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,New,High,Los Gatos,37.233034,-121.947427
4826-XTSOH,309.78,5,0.9076,Intervene,24.34,281.15,84.34,60.00,1,train,1,Caught,Attitude of support person,Month-to-month,New,High,Moss Landing,36.863303,-121.781632
2495-INZWQ,160.38,9,0.8177,Do not intervene,-20.66,131.14,39.34,60.00,1,test,1,Caught,Attitude of service provider,Month-to-month,New,Medium,San Juan Bautista,36.810568,-121.503022
4139-SUGLD,127.44,9,0.4263,Do not intervene,-43.7,54.33,16.3,60.00,1,test,0,Missed,Attitude of service provider,Month-to-month,Established,Medium,Santa Clara,37.393554,-121.965114
6857-VWJDT,344.34,4,0.9243,Intervene,35.48,318.27,95.48,60.00,1,train,1,Caught,Attitude of service provider,Month-to-month,New,High,Santa Cruz,36.993451,-122.098858
5624-BQSSA,75.42,10,0.4203,Do not intervene,-50.49,31.7,9.51,60.00,1,train,0,Missed,Attitude of support person,Month-to-month,New,Low,Santa Cruz,37.031404,-121.981865
2408-WITXK,124.92,10,0.7474,Do not intervene,-31.99,93.37,28.01,60.00,1,train,1,Caught,Deceased,Month-to-month,New,Low,San Jose,37.34667,-121.910019
5577-OTWWW,71.1,10,0.2333,Do not intervene,-55.02,16.59,4.98,60.00,1,train,0,Missed,Moved,Month-to-month,Established,Low,San Jose,37.186141,-121.843554
6100-QQHEB,333.18,4,0.8593,Intervene,25.89,286.29,85.89,60.00,1,test,1,Caught,Moved,Month-to-month,Established,High,San Jose,37.304681,-121.809955
2634-HCZGT,432.36,3,0.1424,Do not intervene,-41.53,61.56,18.47,60.00,1,train,0,Missed,Moved,One year,Loyal,Medium,San Jose,37.327069,-121.916819
7503-QQRVF,267.48,6,0.6624,Do not intervene,-6.85,177.18,53.15,60.00,1,train,1,Caught,Competitor had better devices,Month-to-month,Established,High,San Jose,37.375156,-121.795867
2691-NZETQ,307.26,5,0.8803,Intervene,21.14,270.48,81.14,60.00,1,train,1,Caught,Competitor offered higher download speeds,Month-to-month,New,High,San Jose,37.277592,-121.986477
4404-HIBDJ,534.96,3,0.2179,Do not intervene,-25.03,116.56,34.97,60.00,1,train,0,Missed,Competitor offered more data,One year,Established,High,San Jose,37.387027,-121.897775
7295-JOMMD,353.16,4,0.7945,Intervene,24.18,280.59,84.18,60.00,1,train,1,Caught,Competitor made better offer,Month-to-month,New,High,San Jose,37.28682,-121.723877
5013-SBUIH,1184.22,1,0.2535,Intervene,30.06,300.19,90.06,60.00,1,train,0,Missed,Competitor had better devices,Two year,Loyal,High,Stockton,37.959706,-121.287669
0709-TVGUR,268.38,6,0.8451,Intervene,8.04,226.81,68.04,60.00,1,test,1,Caught,Competitor had better devices,Month-to-month,New,High,Stockton,38.002125,-121.324979
6023-YEBUP,363.42,4,0.9144,Intervene,39.7,332.32,99.7,60.00,1,train,1,Caught,Competitor offered higher download speeds,Month-to-month,New,High,Stockton,38.033219,-121.297433
7209-JCUDS,341.64,4,0.8518,Intervene,27.31,291.02,87.31,60.00,1,train,1,Caught,Competitor offered higher download speeds,Month-to-month,New,High,Stockton,38.049457,-121.21653
3001-CBHLQ,377.64,4,0.7906,Intervene,29.57,298.57,89.57,60.00,1,train,1,Caught,Competitor offered higher download speeds,Month-to-month,Established,High,Angels Camp,38.071327,-120.632221
